Date_of_Booking,Day_of_Booking,Source_Airport,Destination_Airport,Airline_Name,Airline_Code,Price,Travel_Date_From,Travel_Date_To
4/25/2022,Monday,CLT,MIA,Spirit Airlines,SA 3146,120,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Frontier Airlines,F9 658,130,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Spirit Airlines,SA 3155,123,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Frontier Airlines,F9 615,128,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Spirit Airlines,SA 3156,130,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Frontier Airlines,F9 615,97,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Spirit Airlines,SA 3146,115,5/23/2022,6/22/2022
4/25/2022,Monday,CLT,MIA,Frontier Airlines,F9 658,102,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Spirit Airlines,SA 3156,100,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Frontier Airlines,F9 615,101,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Spirit Airlines,SA 3146,115,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Frontier Airlines,F9 658,95,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Spirit Airlines,SA 3155,90,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Frontier Airlines,F9 615,113,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Spirit Airlines,SA 3156,112,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Frontier Airlines,F9 615,94,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Spirit Airlines,SA 3146,85,5/23/2022,6/22/2022
4/26/2022,Tuesday,CLT,MIA,Frontier Airlines,F9 658,96,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Spirit Airlines,SA 3156,99,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Frontier Airlines,F9 615,94,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Spirit Airlines,SA 3146,103,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Frontier Airlines,F9 658,90,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Spirit Airlines,SA 3155,102,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Frontier Airlines,F9 615,100,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Spirit Airlines,SA 3156,93,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Frontier Airlines,F9 615,100,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Spirit Airlines,SA 3146,112,5/23/2022,6/22/2022
4/27/2022,Wednesday,CLT,MIA,Frontier Airlines,F9 658,89,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Spirit Airlines,SA 3156,137,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Frontier Airlines,F9 615,135,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Spirit Airlines,SA 3146,118,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Frontier Airlines,F9 658,129,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Spirit Airlines,SA 3155,122,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Frontier Airlines,F9 615,116,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Spirit Airlines,SA 3156,102,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Frontier Airlines,F9 615,109,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Spirit Airlines,SA 3146,121,5/23/2022,6/22/2022
4/28/2022,Thursday,CLT,MIA,Frontier Airlines,F9 658,102,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Spirit Airlines,SA 3156,125,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Frontier Airlines,F9 615,107,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Spirit Airlines,SA 3146,111,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Frontier Airlines,F9 658,107,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Spirit Airlines,SA 3155,121,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Frontier Airlines,F9 615,114,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Spirit Airlines,SA 3156,107,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Frontier Airlines,F9 615,123,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Spirit Airlines,SA 3146,118,5/23/2022,6/22/2022
4/29/2022,Friday,CLT,MIA,Frontier Airlines,F9 658,118,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Spirit Airlines,SA 3156,159,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Frontier Airlines,F9 615,150,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Spirit Airlines,SA 3146,154,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Frontier Airlines,F9 658,151,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Spirit Airlines,SA 3155,127,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Frontier Airlines,F9 615,158,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Spirit Airlines,SA 3156,149,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Frontier Airlines,F9 615,157,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Spirit Airlines,SA 3146,151,5/23/2022,6/22/2022
4/30/2022,Saturday,CLT,MIA,Frontier Airlines,F9 658,121,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,158,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,130,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,163,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,124,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,146,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,119,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,151,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,159,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,142,5/23/2022,6/22/2022
2/1/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,140,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,165,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,135,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,138,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,170,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,170,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,140,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,152,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,132,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,140,5/23/2022,6/22/2022
2/2/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,155,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,132,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,144,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,190,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,205,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,141,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,182,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,190,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,136,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,152,5/23/2022,6/22/2022
2/3/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,136,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,149,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,175,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,191,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Delta Airlines,DA 334,184,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Delta Airlines,DA 898,155,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,148,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,212,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,184,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Delta Airlines,DA 334,176,5/23/2022,6/22/2022
2/4/2022,Friday,LAX,ATL,Delta Airlines,DA 898,185,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,155,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,169,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,212,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,214,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,187,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,146,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,209,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,165,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,147,5/23/2022,6/22/2022
2/5/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,211,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,162,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,176,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,197,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,183,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,201,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,152,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,145,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,195,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,202,5/23/2022,6/22/2022
2/6/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,167,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,168,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,197,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,143,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Delta Airlines,DA 334,147,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Delta Airlines,DA 898,185,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,161,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,197,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,172,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Delta Airlines,DA 334,146,5/23/2022,6/22/2022
2/7/2022,Monday,LAX,ATL,Delta Airlines,DA 898,152,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,143,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,154,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,167,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,124,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,122,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,163,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,163,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,136,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,123,5/23/2022,6/22/2022
2/8/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,173,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,155,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,168,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,157,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,179,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,151,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,149,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,146,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,132,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,154,5/23/2022,6/22/2022
2/9/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,153,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,159,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,172,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,140,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,153,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,182,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,202,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,184,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,187,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,143,5/23/2022,6/22/2022
2/10/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,154,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,172,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,196,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,200,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Delta Airlines,DA 334,141,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Delta Airlines,DA 898,171,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,208,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,191,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,156,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Delta Airlines,DA 334,151,5/23/2022,6/22/2022
2/11/2022,Friday,LAX,ATL,Delta Airlines,DA 898,180,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,150,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,161,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,163,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,209,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,196,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,168,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,152,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,145,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,150,5/23/2022,6/22/2022
2/12/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,155,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,156,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,194,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,186,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,205,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,185,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,151,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,184,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,209,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,195,5/23/2022,6/22/2022
2/13/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,214,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,181,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,182,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,178,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Delta Airlines,DA 334,198,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Delta Airlines,DA 898,204,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,140,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,186,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,200,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Delta Airlines,DA 334,163,5/23/2022,6/22/2022
2/14/2022,Monday,LAX,ATL,Delta Airlines,DA 898,150,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,139,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,194,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,168,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,152,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,172,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,194,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,159,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,167,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,153,5/23/2022,6/22/2022
2/15/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,183,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,153,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,167,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,166,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,173,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,171,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1828,157,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 1301,137,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Spirit Airlines,SA 3103,142,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Delta Airlines,DA 334,156,5/23/2022,6/22/2022
2/16/2022,Wednesday,LAX,ATL,Delta Airlines,DA 898,146,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,183,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,128,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,147,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,188,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,188,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1828,135,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 1301,144,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Spirit Airlines,SA 3103,146,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Delta Airlines,DA 334,165,5/23/2022,6/22/2022
2/17/2022,Thursday,LAX,ATL,Delta Airlines,DA 898,148,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,154,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,169,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,154,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Delta Airlines,DA 334,137,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Delta Airlines,DA 898,146,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 1828,188,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 1301,189,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Spirit Airlines,SA 3103,153,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Delta Airlines,DA 334,168,5/23/2022,6/22/2022
2/18/2022,Friday,LAX,ATL,Delta Airlines,DA 898,203,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,199,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,156,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,211,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,201,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,207,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1828,195,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 1301,145,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Spirit Airlines,SA 3103,151,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Delta Airlines,DA 334,145,5/23/2022,6/22/2022
2/19/2022,Saturday,LAX,ATL,Delta Airlines,DA 898,183,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,196,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,197,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,162,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,151,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,146,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1828,164,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 1301,214,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Spirit Airlines,SA 3103,192,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Delta Airlines,DA 334,212,5/23/2022,6/22/2022
2/20/2022,Sunday,LAX,ATL,Delta Airlines,DA 898,215,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,185,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,163,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,198,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Delta Airlines,DA 334,188,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Delta Airlines,DA 898,165,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 1828,152,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 1301,154,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Spirit Airlines,SA 3103,175,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Delta Airlines,DA 334,167,5/23/2022,6/22/2022
2/21/2022,Monday,LAX,ATL,Delta Airlines,DA 898,192,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,146,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,164,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,175,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Delta Airlines,DA 334,196,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Delta Airlines,DA 898,139,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1828,189,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 1301,152,5/23/2022,6/22/2022
2/22/2022,Tuesday,LAX,ATL,Spirit Airlines,SA 3103,190,5/23/2022,6/22/2022
